cleaned_comment,label,clean_text,clean_text_expanded
"Pokoknya mikul duwur mendem Jero. Angkat tinggi tinggi pencitraanya, pendam dalam dalam kesalahanya dan korupsinya. Itulah watak pejabat kita",0,pokoknya mikul duwur mendem jero angkat tinggi tinggi pencitraanya pendam dalam dalam kesalahanya dan korupsinya itulah watak pejabat kita,pokoknya mikul duwur mendem jero angkat tinggi tinggi pencitraanya pendam dalam dalam kesalahanya dan korupsinya itulah watak pejabat kita
Ngiris,0,ngiris,ngiris
"Harusnya harta Koruptor yg dikejar, tutup celah korupsi dan permainan hukum.",0,harusnya harta koruptor yg dikejar tutup celah korupsi dan permainan hukum,harusnya harta koruptor yang dikejar tutup celah korupsi dan permainan hukum
Progam aneh,0,progam aneh,progam aneh
Bagaimana kalau sebenarnya MBG itu dibuat karena memang sudah menyiapkan strategi menambah jumlah pengangguran?,0,bagaimana kalau sebenarnya mbg itu dibuat karena memang sudah menyiapkan strategi menambah jumlah pengangguran,bagaimana kalau sebenarnya mbg itu dibuat karena memang sudah menyiapkan strategi menambah jumlah pengangguran
"929 argumentasi yg ga nyambung. Poin efisiensi pemerintah adalah anggaran yg selama ini tidak tepat sasaran dan tidak berdampak ke masyarakat luas. Ada atau tidaknya poin kegiatan yg diefisienkan sama sekali tidak berdampak ke anda mba. Dan, beneran anda sedang membandingkan negara berkembang dengan negara maju? Kita sedang berproses ke sana.",0,929 argumentasi yg ga nyambung poin efisiensi pemerintah adalah anggaran yg selama ini tidak tepat sasaran dan tidak berdampak ke masyarakat luas ada atau tidaknya poin kegiatan yg diefisienkan sama sekali tidak berdampak ke anda mba dan beneran anda sedang membandingkan negara berkembang dengan negara maju kita sedang berproses ke sana,929 argumentasi yang tidak nyambung poin efisiensi pemerintah adalah anggaran yang selama ini tidak tepat sasaran dan tidak berdampak ke masyarakat luas ada atau tidaknya poin kegiatan yang diefisienkan sama sekali tidak berdampak ke anda mba dan beneran anda sedang membandingkan negara berkembang dengan negara maju kita sedang berproses ke sana
Pilihan yg ideal jgn kabur Tapi berjuang mewujudkan Sistim yg sahih yg mulia dn memuliakan manusia,0,pilihan yg ideal jgn kabur tapi berjuang mewujudkan sistim yg sahih yg mulia dn memuliakan manusia,pilihan yang ideal jgn kabur tapi berjuang mewujudkan sistim yang sahih yang mulia dn memuliakan manusia
"Karena bapak Presiden Pranowo ingin menepati janjijanjinya disaat kampanyenya,,,,,, demi kepentingan masyarakat miskin Bpk Prabowo memangkasnya itu juga ada gunanya untuk mengurangi korupsi di kementerian masingmasing,,,,!!! Selamat kepada Bpk presiden Prabowo masih berpihak kemasyarakat miskin dan menepati janjinya insya allah negara kita maju dan berkembang karena kemajuan, dan keberhasilan ada ditangan presiden, gubernur, bupati, camat, lurahkepala desa yang mau bekerja keras untuk kepentingan umummasyarkat bukan untuk kepentingan pribadi semata,,,,,!!!?? Hancurnya suatu negara ada ditangan presiden dan para bawahannya yang tidak jujur contohnya para koruptor baik yang ada di pemerintahan atau swasta yang merugikan negara dengan triliunan apa Bpk Pranowo presiden RI mampu mengatasinya atau hanya sekedar rencana dan janjijanji palsu,,,!!! Itu ada ditangan Bpk Prabowo Subianto sebagai presiden, amin amin amin amin amin semoga allahu SWT memberikan pemimpin yang bersih dan keberuntung mempunyai presiden RI yg mau bekerja untuk rakyat,,,, amin ya rabbil alamin,,,, semoga sukses Bpk presiden Prabowo mengatasi kemiskinan yang penuh dengan tantangan dari orang koruptor dan berani karena benar,,,!!??",1,karena bapak presiden pranowo ingin menepati janjijanjinya disaat kampanyenya demi kepentingan masyarakat miskin bpk prabowo memangkasnya itu juga ada gunanya untuk mengurangi korupsi di kementerian masingmasing selamat kepada bpk presiden prabowo masih berpihak kemasyarakat miskin dan menepati janjinya insya allah negara kita maju dan berkembang karena kemajuan dan keberhasilan ada ditangan presiden gubernur bupati camat lurahkepala desa yang mau bekerja keras untuk kepentingan umummasyarkat bukan untuk kepentingan pribadi semata hancurnya suatu negara ada ditangan presiden dan para bawahannya yang tidak jujur contohnya para koruptor baik yang ada di pemerintahan atau swasta yang merugikan negara dengan triliunan apa bpk pranowo presiden ri mampu mengatasinya atau hanya sekedar rencana dan janjijanji palsu itu ada ditangan bpk prabowo subianto sebagai presiden amin amin amin amin amin semoga allahu swt memberikan pemimpin yang bersih dan keberuntung mempunyai presiden ri yg mau bekerja untuk rakyat amin ya rabbil alamin semoga sukses bpk presiden prabowo mengatasi kemiskinan yang penuh dengan tantangan dari orang koruptor dan berani karena benar,karena bapak presiden pranowo ingin menepati janjijanjinya disaat kampanyenya demi kepentingan masyarakat miskin bpk prabowo memangkasnya itu juga ada gunanya untuk mengurangi korupsi di kementerian masingmasing selamat kepada bpk presiden prabowo masih berpihak kemasyarakat miskin dan menepati janjinya insya allah negara kita maju dan berkembang karena kemajuan dan keberhasilan ada ditangan presiden gubernur bupati camat lurahkepala desa yang mau bekerja keras untuk kepentingan umummasyarkat bukan untuk kepentingan pribadi semata hancurnya suatu negara ada ditangan presiden dan para bawahannya yang tidak jujur contohnya para koruptor baik yang ada di pemerintahan atau swasta yang merugikan negara dengan triliunan apa bpk pranowo presiden ri mampu mengatasinya atau hanya sekedar rencana dan janjijanji palsu itu ada ditangan bpk prabowo subianto sebagai presiden amin amin amin amin amin semoga allahu swt memberikan pemimpin yang bersih dan keberuntung mempunyai presiden ri yang mau bekerja untuk rakyat amin ya rabbil alamin semoga sukses bpk presiden prabowo mengatasi kemiskinan yang penuh dengan tantangan dari orang koruptor dan berani karena benar
yang masih percaya pemerintahan pak prabowo boleh like,1,yang masih percaya pemerintahan pak prabowo boleh like,yang masih percaya pemerintahan pak prabowo boleh like
"acara berita tapi bias, manusia manusia bodoh di tumpuk satu jadi berti ini, anak kecil yang belum keluar negeri aja di wawancara, gak jelas. jelekin staf kusus pasukan elit pak prabowo lagi, tanpa mengkonfirmasi, benar benar acara berita yang tidak kredibel, seperti menuduh orang terus gak minta konformasi, seperti penyebar fitnah. berita gak berkualitas. rasanya mau tinju wajah kakak yang sokk tau , gak sadar berapa orang yang menyerahkan jiwa untuk kembangin program pak prabowo, benci banget sama orang sok tau",1,acara berita tapi bias manusia manusia bodoh di tumpuk satu jadi berti ini anak kecil yang belum keluar negeri aja di wawancara gak jelas jelekin staf kusus pasukan elit pak prabowo lagi tanpa mengkonfirmasi benar benar acara berita yang tidak kredibel seperti menuduh orang terus gak minta konformasi seperti penyebar fitnah berita gak berkualitas rasanya mau tinju wajah kakak yang sokk tau  gak sadar berapa orang yang menyerahkan jiwa untuk kembangin program pak prabowo benci banget sama orang sok tau,acara berita tapi bias manusia manusia bodoh di tumpuk satu jadi berti ini anak kecil yang belum keluar negeri aja di wawancara tidak jelas jelekin staf kusus pasukan elit pak prabowo lagi tanpa mengkonfirmasi benar benar acara berita yang tidak kredibel seperti menuduh orang terus tidak minta konformasi seperti penyebar fitnah berita tidak berkualitas rasanya mau tinju wajah kakak yang sokk tau tidak sadar berapa orang yang menyerahkan jiwa untuk kembangin program pak prabowo benci banget sama orang sok tau
sudah tepat yang dilakukan,1,sudah tepat yang dilakukan,sudah tepat yang dilakukan
"Perumahan PUPR itu hanya kepentingan pemerintah yang mencari keuntungan pribadi bukan untuk masyarakatbukti yang kita lihat secara nyata masyarakat banyak yang punya rumah tidak layak huni dan yang paling menyolok jalanan yang ada di pedesaan tidak layak untuk dilewati, pada hal uang negara yang dianggarkan begitu besar,,, wajar presiden Prabowo memangkasnya",0,perumahan pupr itu hanya kepentingan pemerintah yang mencari keuntungan pribadi bukan untuk masyarakatbukti yang kita lihat secara nyata masyarakat banyak yang punya rumah tidak layak huni dan yang paling menyolok jalanan yang ada di pedesaan tidak layak untuk dilewati pada hal uang negara yang dianggarkan begitu besar wajar presiden prabowo memangkasnya,perumahan pupr itu hanya kepentingan pemerintah yang mencari keuntungan pribadi bukan untuk masyarakatbukti yang kita lihat secara nyata masyarakat banyak yang punya rumah tidak layak huni dan yang paling menyolok jalanan yang ada di pedesaan tidak layak untuk dilewati pada hal uang negara yang dianggarkan begitu besar wajar presiden prabowo memangkasnya
Kalo bisa kabur gaskan aja,0,kalo bisa kabur gaskan aja,kalo bisa kabur gaskan aja
Efisiensi tetep ajh yv korupsi masih adaa,0,efisiensi tetep ajh yv korupsi masih adaa,efisiensi tetep ajh yv korupsi masih adaa
Kalau saya jujur tidak setuju,0,kalau saya jujur tidak setuju,kalau saya jujur tidak setuju
"GEN Z TAU IKAT PINGGANG GAK SIH , INDONESIA GAK SEXY KONSUMSI LAGI GAJI KECIL , BAPAK DI PHK , ANAK GABISSA SEKOLAH BEASISWA HANYA ADEK YANG SEJAHTERA DAN KAKEK NENEK BLT 600 RIBU ITUPUN DIPOTONG 200 RB GENOSIDA TANPA SENJATA",0,gen z tau ikat pinggang gak sih  indonesia gak sexy konsumsi lagi gaji kecil  bapak di phk  anak gabissa sekolah beasiswa hanya adek yang sejahtera dan kakek nenek blt 600 ribu itupun dipotong 200 rb genosida tanpa senjata,gen z tau ikat pinggang tidak sih indonesia tidak sexy konsumsi lagi gaji kecil bapak di phk anak gabissa sekolah beasiswa hanya adek yang sejahtera dan kakek nenek blt 600 ribu itupun dipotong 200 rb genosida tanpa senjata
"Utk kepentingan negara , ini solusi yg sangat tepat tapi bagi para pejabat koruptor maling yg sdh biasa menikmati anggaran biaya pengeluaran siluman ini merupakan beban pikiran yg sangat berat bagi mereka",0,utk kepentingan negara  ini solusi yg sangat tepat tapi bagi para pejabat koruptor maling yg sdh biasa menikmati anggaran biaya pengeluaran siluman ini merupakan beban pikiran yg sangat berat bagi mereka,untuk kepentingan negara ini solusi yang sangat tepat tapi bagi para pejabat koruptor maling yang sudah biasa menikmati anggaran biaya pengeluaran siluman ini merupakan beban pikiran yang sangat berat bagi mereka
CETAK UANG KERTAS yg banyak,0,cetak uang kertas yg banyak,cetak uang kertas yang banyak
Prabowo ngomong doang,0,prabowo ngomong doang,prabowo ngomong doang
UUD no 33 yg berbunyi Gabah petani dan seafood nelayan NON PEMERINTAH,0,uud no 33 yg berbunyi gabah petani dan seafood nelayan non pemerintah,uud no 33 yang berbunyi gabah petani dan seafood nelayan non pemerintah
"Program MBG tdk berdasarkan hasil research, tdk ada penelitian yg menyatakan anak2 Indonesia kelaparan. Program brutal sm dgn gaa melon.",0,program mbg tdk berdasarkan hasil research tdk ada penelitian yg menyatakan anak2 indonesia kelaparan program brutal sm dgn gaa melon,program mbg tdk berdasarkan hasil research tdk ada penelitian yang menyatakan anak2 indonesia kelaparan program brutal sm dgn gaa melon
Gabah petani Non pemerintah,0,gabah petani non pemerintah,gabah petani non pemerintah
makan gratis tapi gak semua sekolahan blum ada tu yang nama nya makan gratis apa mungkin cuma buat sekolah yang ada di kota saja,0,makan gratis tapi gak semua sekolahan blum ada tu yang nama nya makan gratis apa mungkin cuma buat sekolah yang ada di kota saja,makan gratis tapi tidak semua sekolahan blum ada tu yang nama nya makan gratis apa mungkin cuma buat sekolah yang ada di kota saja
"MBG tdk semua dpt yg masuk Tv atau yg lg syuting, jakarta aja sekolah byk yg tdk dpt apalagi daerah daerah lain itu sisa anggaran nya di korupsi rame 2 KIMPLUS",0,mbg tdk semua dpt yg masuk tv atau yg lg syuting jakarta aja sekolah byk yg tdk dpt apalagi daerah daerah lain itu sisa anggaran nya di korupsi rame 2 kimplus,mbg tdk semua dpt yang masuk tv atau yang lg syuting jakarta aja sekolah byk yang tdk dpt apalagi daerah daerah lain itu sisa anggaran nya di korupsi rame 2 kimplus
"Presiden ga mau lihat anak Indonesia kelaparan,, tp kalo bapaknya kena PHK gmn kluarga yg lainnya bisa makan",0,presiden ga mau lihat anak indonesia kelaparan tp kalo bapaknya kena phk gmn kluarga yg lainnya bisa makan,presiden tidak mau lihat anak indonesia kelaparan tp kalo bapaknya kena phk gmn kluarga yang lainnya bisa makan
Prabowo harus stop pembangunan IKN. Utamakan dulu kesejahteraan rakyat. Proyek yang dikelola oligarki diambil alih oleh BUMN supaya keuntungan bisa negara dan mensejahterakan rakyat.,0,prabowo harus stop pembangunan ikn utamakan dulu kesejahteraan rakyat proyek yang dikelola oligarki diambil alih oleh bumn supaya keuntungan bisa negara dan mensejahterakan rakyat,prabowo harus stop pembangunan ikn utamakan dulu kesejahteraan rakyat proyek yang dikelola oligarki diambil alih oleh bumn supaya keuntungan bisa negara dan mensejahterakan rakyat
"yakin lah siapapun Presidentnya selama Para Koruptor tidak di Hukum Mati, nega Indonesia tidak akan pernah lebih baik dan maju, hanya pembodohan ke Rakyat saja.",0,yakin lah siapapun presidentnya selama para koruptor tidak di hukum mati nega indonesia tidak akan pernah lebih baik dan maju hanya pembodohan ke rakyat saja,yakin lah siapapun presidentnya selama para koruptor tidak di hukum mati nega indonesia tidak akan pernah lebih baik dan maju hanya pembodohan ke rakyat saja
"mkn gartis tpi bpk pengangguran krn lapangan kerja tdk, S1 lulus bingung nganggur",0,mkn gartis tpi bpk pengangguran krn lapangan kerja tdk s1 lulus bingung nganggur,mkn gartis tpi bpk pengangguran karena lapangan kerja tdk s1 lulus bingung nganggur
Hidup prabowo jangan kasih kendor n jangan tunggu 2030 untuk hancurkan indonesia,0,hidup prabowo jangan kasih kendor n jangan tunggu 2030 untuk hancurkan indonesia,hidup prabowo jangan kasih kendor n jangan tunggu 2030 untuk hancurkan indonesia
"yang makan gratis anaknya, tapi sekeluarga ga makan say it louder!",0,yang makan gratis anaknya tapi sekeluarga ga makan say it louder,yang makan gratis anaknya tapi sekeluarga tidak makan say it louder
"MBG sumber bencana yang tidak disadari pemerintah! Sudahlah Mulyono meninggalkan utang banyak banget, ditambah Prabowo gak punya visi yang jelas! Rakyat Indonesia GELAP BANGET!",0,mbg sumber bencana yang tidak disadari pemerintah sudahlah mulyono meninggalkan utang banyak banget ditambah prabowo gak punya visi yang jelas rakyat indonesia gelap banget,mbg sumber bencana yang tidak disadari pemerintah sudahlah mulyono meninggalkan utang banyak banget ditambah prabowo tidak punya visi yang jelas rakyat indonesia gelap banget
Ngorbanin rakyat yg ada!!!!!!!,0,ngorbanin rakyat yg ada,ngorbanin rakyat yang ada
Pa Prabowo langkahnya sangat jenius krn memangkas hal2 yg bersifat hambur2kan uang utk kegiatan2 yg tdk ada manfaatnya utk rakyat spt perjalanan dinas semibar FGD Alat Tulis Kantor yg tdk masuk akal bravo pa Prabowo,0,pa prabowo langkahnya sangat jenius krn memangkas hal2 yg bersifat hambur2kan uang utk kegiatan2 yg tdk ada manfaatnya utk rakyat spt perjalanan dinas semibar fgd alat tulis kantor yg tdk masuk akal bravo pa prabowo,Pak prabowo langkahnya sangat jenius karena memangkas hal2 yang bersifat hambur2kan uang untuk kegiatan2 yang tdk ada manfaatnya untuk rakyat spt perjalanan dinas semibar fgd alat tulis kantor yang tdk masuk akal bravo Pak prabowo
yg dulu milih gue yakin lagi joget oke gas oke gas,0,yg dulu milih gue yakin lagi joget oke gas oke gas,yang dulu milih gue yakin lagi joget oke gas oke gas
Bangkrut,0,bangkrut,bangkrut
Efisiensi awali dengan layoff wapres yang tak ada guna.,0,efisiensi awali dengan layoff wapres yang tak ada guna,efisiensi awali dengan layoff wapres yang tak ada guna
Oke gas oke gas rakyat menjerit ayo goyang gemoy,0,oke gas oke gas rakyat menjerit ayo goyang gemoy,oke gas oke gas rakyat menjerit ayo goyang gemoy
"Padahal mah udah ajah kasih ke anak , nanti orang tuanya yang mengatur , biar pemerintah ngga menambah anggaran",0,padahal mah udah ajah kasih ke anak  nanti orang tuanya yang mengatur  biar pemerintah ngga menambah anggaran,padahal mah udah ajah kasih ke anak nanti orang tuanya yang mengatur biar pemerintah ngga menambah anggaran
